treatment_group,outcome_rating,propensity_score,verified_purchase,product_category,total_votes,helpful_votes,segment
Prime,4,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,2,0.7027414369183147,No,Apparel,29,9,Lost Cause
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7970135294240653,No,Apparel,18,16,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,3,0.7742436875074211,No,Apparel,65,53,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.3269701131524728,No,Digital_Music_Purchase,3,3,Lost Cause
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7860895676888668,No,Apparel,8,5,Persuadable
Prime,5,0.7848816854105684,No,Apparel,6,3,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,4,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,5,0.7923350123790284,No,Apparel,10,8,Persuadable
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.8116738631182824,No,Apparel,44,42,Sleeper
Prime,4,0.46354276887984996,No,Camera,5,4,Lost Cause
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.21932329784011861,Yes,Apparel,3,2,Lost Cause
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,3,0.3195411050924666,No,Digital_Music_Purchase,2,1,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,5,0.739089192259125,No,Automotive,2,1,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,5,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.1270640936921708,No,Health & Personal Care,1,1,Lost Cause
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.803854804279733,No,Apparel,13,13,Sleeper
Prime,4,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,5,0.7830605931842805,No,Apparel,3,0,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,3,0.7854862445379855,No,Apparel,7,4,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7914638496785182,No,Apparel,17,14,Persuadable
Prime,5,0.9275560673358278,No,Apparel,441,428,Sleeper
Prime,3,0.7864058920251816,No,Apparel,17,13,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7961277137296114,No,Apparel,8,7,Sure Thing
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,1,0.7880124878257422,No,Apparel,79,68,Persuadable
Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.12162081944992373,No,Health & Personal Care,4,2,Lost Cause
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,3,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,4,0.3269701131524728,No,Digital_Music_Purchase,3,3,Lost Cause
Prime,5,0.47157325191325117,No,Camera,14,13,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7888642274072767,No,Apparel,55,47,Persuadable
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,4,0.7944357135332832,No,Apparel,39,34,Sure Thing
Prime,2,0.7710958193492358,No,Apparel,60,48,Lost Cause
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.8464566860282345,No,Apparel,172,163,Sleeper
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7809373378164387,No,Apparel,8,4,Persuadable
Prime,4,0.8010137082902168,No,Apparel,8,8,Sleeper
Prime,3,0.7961277137296114,No,Apparel,8,7,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7961277137296114,No,Apparel,8,7,Sure Thing
Prime,5,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7797085155074212,No,Apparel,6,2,Persuadable
Prime,5,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7706997816570759,No,Apparel,17,10,Lost Cause
Prime,3,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7509854017682885,No,Automotive,11,11,Lost Cause
Prime,4,0.4684258842394097,No,Camera,2,2,Lost Cause
Prime,5,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7848816854105684,No,Apparel,6,3,Persuadable
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,3,0.7830605931842805,No,Apparel,3,0,Persuadable
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7917446375237484,No,Apparel,9,7,Persuadable
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,3,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7911530266768254,No,Apparel,8,6,Persuadable
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.8083644710900051,No,Apparel,38,36,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,3,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.467533491571674,No,Camera,1,1,Lost Cause
Prime,4,0.3183927664041494,No,Digital_Music_Purchase,9,7,Lost Cause
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,4,0.13111366633542526,No,Health & Personal Care,28,26,Lost Cause
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.3253945598991986,No,Digital_Music_Purchase,1,1,Lost Cause
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,4,0.7955453389356472,No,Apparel,7,6,Sure Thing
Prime,3,0.7848816854105684,No,Apparel,6,3,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7860895676888668,No,Apparel,8,5,Persuadable
Prime,3,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12451212346611629,No,Health & Personal Care,3,2,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.46931847891430695,No,Camera,3,3,Lost Cause
Prime,4,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.3218836618695919,No,Digital_Music_Purchase,5,4,Lost Cause
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.7803544150236151,No,Apparel,24,18,Persuadable
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,3,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,4,0.7809373378164387,No,Apparel,8,4,Persuadable
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7435395896286738,No,Automotive,0,0,Lost Cause
Prime,5,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,5,0.7998686429245112,No,Apparel,6,6,Sleeper
Prime,5,0.7902782179507423,No,Apparel,15,12,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7899660967301603,No,Apparel,6,4,Persuadable
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,5,0.7851993078493767,No,Apparel,15,11,Persuadable
Prime,4,0.7935120544857872,No,Apparel,12,10,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.3261818457325034,No,Digital_Music_Purchase,2,2,Lost Cause
Prime,4,0.7246318143738973,No,Apparel,25,9,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.8840139220089148,No,Apparel,220,216,Sleeper
Prime,4,0.12085708462157246,No,Health & Personal Care,2,0,Lost Cause
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,2,0.33512760446003176,No,Apparel,886,714,Lost Cause
Prime,2,0.1109815642920341,No,Health & Personal Care,9,3,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7872925057686323,No,Apparel,10,7,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,3,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7998686429245112,No,Apparel,6,6,Sleeper
Prime,3,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7815498967569529,No,Apparel,9,5,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7870073300158484,No,Apparel,18,14,Persuadable
Prime,3,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,4,0.33452702980246923,No,Digital_Music_Purchase,21,20,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.807780650134723,No,Apparel,20,20,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,2,0.7873528198575146,No,Apparel,44,37,Persuadable
Prime,5,0.7852296822759769,No,Apparel,32,26,Persuadable
Prime,2,0.7407389438146826,No,Apparel,31,17,Lost Cause
Prime,5,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,5,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,5,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,3,0.8098181017959454,No,Apparel,83,76,Sleeper
Prime,3,0.7551784225897603,No,Apparel,10,1,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.23820067330578304,No,Digital_Video_Download,6,1,Lost Cause
Prime,5,0.7917446375237484,No,Apparel,9,7,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,3,0.3030801368291545,No,Digital_Music_Purchase,6,2,Lost Cause
Prime,5,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,5,0.22270173475773658,Yes,Apparel,0,0,Lost Cause
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,3,0.7830605931842805,No,Apparel,3,0,Persuadable
Prime,4,0.7842758903999808,No,Apparel,5,2,Persuadable
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,2,0.7659630428378459,No,Apparel,35,25,Lost Cause
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,2,0.7156206825151157,No,Apparel,21,4,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,2,0.7420787779992427,No,Apparel,16,4,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.13049216660528484,No,Health & Personal Care,18,17,Lost Cause
Prime,5,0.7784747554895752,No,Apparel,4,0,Persuadable
Prime,4,0.7937908030169029,No,Apparel,4,3,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,3,0.7948045634564358,No,Apparel,421,371,Sure Thing
Prime,5,0.8018835775059225,No,Apparel,18,17,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,5,0.7878921205916636,No,Apparel,11,8,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7943768837445078,No,Apparel,5,4,Sure Thing
Prime,3,0.7949617289982128,No,Apparel,6,5,Sure Thing
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.3253945598991986,No,Digital_Music_Purchase,1,1,Lost Cause
Prime,4,0.12412193169753141,No,Health & Personal Care,2,1,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,3,0.7836688596158804,No,Apparel,4,1,Persuadable
Prime,3,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,5,0.25818916759389826,No,Digital_Video_Download,2,1,Lost Cause
Prime,5,0.7932197120647564,No,Apparel,181,159,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.31528948229471604,No,Digital_Music_Purchase,5,3,Lost Cause
Prime,4,0.3226665161307144,No,Digital_Music_Purchase,6,5,Lost Cause
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.31374397576805685,No,Digital_Music_Purchase,3,1,Lost Cause
Prime,5,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,4,0.7920251466433884,No,Apparel,1,0,Persuadable
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.3261818457325034,No,Digital_Music_Purchase,2,2,Lost Cause
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,3,0.7981417938668754,No,Apparel,3,3,Sleeper
Prime,3,0.3129727666423729,No,Digital_Music_Purchase,2,0,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.4684258842394097,No,Camera,2,2,Lost Cause
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.3218836618695919,No,Digital_Music_Purchase,5,4,Lost Cause
Prime,2,0.12218351016451158,No,Digital_Music_Purchase,78,28,Lost Cause
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7998686429245112,No,Apparel,6,6,Sleeper
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7854862445379855,No,Apparel,7,4,Persuadable
Prime,4,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,3,0.12373278988423611,No,Health & Personal Care,1,0,Lost Cause
Prime,2,0.7675173363729713,No,Apparel,12,5,Lost Cause
Prime,4,0.7899660967301603,No,Apparel,6,4,Persuadable
Prime,4,0.7797085155074212,No,Apparel,6,2,Persuadable
Prime,4,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,2,0.12162081944992373,No,Health & Personal Care,4,2,Lost Cause
Prime,5,0.31451621528683904,No,Digital_Music_Purchase,4,2,Lost Cause
Prime,4,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,3,0.7923646445911156,No,Apparel,27,23,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.46931847891430695,No,Camera,3,3,Lost Cause
Prime,2,0.6986259386012693,No,Apparel,32,11,Lost Cause
Prime,4,0.3261818457325034,No,Digital_Music_Purchase,2,2,Lost Cause
Prime,4,0.7893707775305534,No,Apparel,5,3,Persuadable
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.3246082588678925,No,Digital_Music_Purchase,0,0,Lost Cause
Prime,3,0.31876226510562944,No,Digital_Music_Purchase,1,0,Lost Cause
Prime,5,0.3269701131524728,No,Digital_Music_Purchase,3,3,Lost Cause
Prime,3,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,3,0.7769412214077258,No,Apparel,10,5,Persuadable
Prime,3,0.7654492641001147,No,Apparel,102,84,Lost Cause
Prime,2,0.7887742221397077,No,Apparel,4,2,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.78757740275796,No,Apparel,2,0,Persuadable
Prime,5,0.46664130657284103,No,Camera,0,0,Lost Cause
Prime,4,0.7932034866730083,No,Apparel,3,2,Sure Thing
Prime,4,0.7836688596158804,No,Apparel,4,1,Persuadable
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7652082607751725,No,Apparel,144,121,Lost Cause
Prime,3,0.775260503773911,No,Apparel,109,92,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.12746218852478497,No,Health & Personal Care,2,2,Lost Cause
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,4,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,5,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,4,0.7872925057686323,No,Apparel,10,7,Persuadable
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,3,0.7308641802995733,No,Apparel,127,100,Lost Cause
Prime,5,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,4,0.7975637094864633,No,Apparel,2,2,Sleeper
Prime,4,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7926149345857402,No,Apparel,2,1,Persuadable
Prime,5,0.20528660701953505,Yes,Apparel,5,1,Lost Cause
Prime,4,0.31761541889871403,No,Digital_Music_Purchase,8,6,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7987186440611279,No,Apparel,4,4,Sleeper
Prime,5,0.7879824006989382,No,Apparel,62,53,Persuadable
Prime,4,0.7881764305470706,No,Apparel,3,1,Persuadable
Prime,5,0.7848816854105684,No,Apparel,6,3,Persuadable
Prime,5,0.7969843906800329,No,Apparel,1,1,Sleeper
Prime,3,0.12666706170723838,No,Health & Personal Care,0,0,Lost Cause
Prime,4,0.46086993072516447,No,Camera,2,1,Lost Cause
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7964038372225929,No,Apparel,0,0,Sure Thing
Prime,5,0.7830605931842805,No,Apparel,3,0,Persuadable
